t_zcr_mean,t_zcr_median,t_zcr_std,t_zcr_stdbymean,t_zcr_max,t_zcr_min,t_energy_mean,t_energy_median,t_energy_std,t_energy_stdbymean,t_energy_max,t_energy_min,t_entropy_mean,t_entropy_median,t_entropy_std,t_entropy_stdbymean,t_entropy_max,t_entropy_min,f_centroid_mean,f_centroid_median,f_centroid_std,f_centroid_stdbymean,f_centroid_max,f_centroid_min,f_spread_mean,f_spread_median,f_spread_std,f_spread_stdbymean,f_spread_max,f_spread_min,f_entropy_mean,f_entropy_median,f_entropy_std,f_entropy_stdbymean,f_entropy_max,f_entropy_min,f_flux_mean,f_flux_median,f_flux_std,f_flux_stdbymean,f_flux_max,f_flux_min,f_rolloff_mean,f_rolloff_median,f_rolloff_std,f_rolloff_stdbymean,f_rolloff_max,f_rolloff_min,f_mfcc1_mean,f_mfcc1_median,f_mfcc1_std,f_mfcc1_stdbymean,f_mfcc1_max,f_mfcc1_min,f_mfcc2_mean,f_mfcc2_median,f_mfcc2_std,f_mfcc2_stdbymean,f_mfcc2_max,f_mfcc2_min,f_mfcc3_mean,f_mfcc3_median,f_mfcc3_std,f_mfcc3_stdbymean,f_mfcc3_max,f_mfcc3_min,f_mfcc4_mean,f_mfcc4_median,f_mfcc4_std,f_mfcc4_stdbymean,f_mfcc4_max,f_mfcc4_min,f_mfcc5_mean,f_mfcc5_median,f_mfcc5_std,f_mfcc5_stdbymean,f_mfcc5_max,f_mfcc5_min,f_mfcc6_mean,f_mfcc6_median,f_mfcc6_std,f_mfcc6_stdbymean,f_mfcc6_max,f_mfcc6_min,f_mfcc7_mean,f_mfcc7_median,f_mfcc7_std,f_mfcc7_stdbymean,f_mfcc7_max,f_mfcc7_min,f_mfcc8_mean,f_mfcc8_median,f_mfcc8_std,f_mfcc8_stdbymean,f_mfcc8_max,f_mfcc8_min,f_mfcc9_mean,f_mfcc9_median,f_mfcc9_std,f_mfcc9_stdbymean,f_mfcc9_max,f_mfcc9_min,f_mfcc10_mean,f_mfcc10_median,f_mfcc10_std,f_mfcc10_stdbymean,f_mfcc10_max,f_mfcc10_min,f_mfcc11_mean,f_mfcc11_median,f_mfcc11_std,f_mfcc11_stdbymean,f_mfcc11_max,f_mfcc11_min,f_mfcc12_mean,f_mfcc12_median,f_mfcc12_std,f_mfcc12_stdbymean,f_mfcc12_max,f_mfcc12_min,f_mfcc13_mean,f_mfcc13_median,f_mfcc13_std,f_mfcc13_stdbymean,f_mfcc13_max,f_mfcc13_min,f_hratio_mean,f_hratio_median,f_hratio_std,f_hratio_stdbymean,f_hratio_max,f_hratio_min,f_fundamental_mean,f_fundamental_median,f_fundamental_std,f_fundamental_stdbymean,f_fundamental_max,f_fundamental_min,f_chrvec1_mean,f_chrvec1_median,f_chrvec1_std,f_chrvec1_stdbymean,f_chrvec1_max,f_chrvec1_min,f_chrvec2_mean,f_chrvec2_median,f_chrvec2_std,f_chrvec2_stdbymean,f_chrvec2_max,f_chrvec2_min,f_chrvec3_mean,f_chrvec3_median,f_chrvec3_std,f_chrvec3_stdbymean,f_chrvec3_max,f_chrvec3_min,f_chrvec4_mean,f_chrvec4_median,f_chrvec4_std,f_chrvec4_stdbymean,f_chrvec4_max,f_chrvec4_min,f_chrvec5_mean,f_chrvec5_median,f_chrvec5_std,f_chrvec5_stdbymean,f_chrvec5_max,f_chrvec5_min,f_chrvec6_mean,f_chrvec6_median,f_chrvec6_std,f_chrvec6_stdbymean,f_chrvec6_max,f_chrvec6_min,f_chrvec7_mean,f_chrvec7_median,f_chrvec7_std,f_chrvec7_stdbymean,f_chrvec7_max,f_chrvec7_min,f_chrvec8_mean,f_chrvec8_median,f_chrvec8_std,f_chrvec8_stdbymean,f_chrvec8_max,f_chrvec8_min,f_chrvec9_mean,f_chrvec9_median,f_chrvec9_std,f_chrvec9_stdbymean,f_chrvec9_max,f_chrvec9_min,f_chrvec10_mean,f_chrvec10_median,f_chrvec10_std,f_chrvec10_stdbymean,f_chrvec10_max,f_chrvec10_min,f_chrvec11_mean,f_chrvec11_median,f_chrvec11_std,f_chrvec11_stdbymean,f_chrvec11_max,f_chrvec11_min,f_chrvec12_mean,f_chrvec12_median,f_chrvec12_std,f_chrvec12_stdbymean,f_chrvec12_max,f_chrvec12_min,f_persistence_mean,f_persistence_median,f_persistence_std,f_persistence_stdbymean,f_persistence_max,f_persistence_min,label
0.046761,0.0084955,1.8663,0.17408,0.17614,0.93419,0.0077547,0.18295,-36.779,-9.6909,-5.3743,0.41997,2.8187,3.0938,1.3198,-0.67211,-1.0056,0.3338,1.5589,2.0331,1.5208,0.21602,399.78,2.6697,0.65944,4.6903,0,1.0348,7.5909,0,9.5616,1.6016,1.296,6.9451,0.66827,166.89,0.048295,0.0063745,1.8716,0.12537,0.13907,0.60106,0.0072531,0.098295,-31.173,-8.709,-4.8118,0.38171,2.5102,2.8632,1.2598,-0.60306,-0.92788,0.28595,1.3518,1.8261,1.369,0.22469,396.83,1.6487,0,2.8942,0,0,6.272,0,10.215,0,0,6.6747,0,154.11,0.014363,0.0079364,0.30122,0.084167,0.062969,0.64893,0.0035021,0.14546,8.6553,1.806,1.0119,0.27525,0.72718,0.71613,0.46448,0.3132,0.37143,0.27386,0.43824,0.46312,0.36659,0.10635,246.73,3.1714,1.2735,5.3008,0,2.1327,7.6806,0,6.709,3.6692,2.2712,4.3936,1.5178,24.305,0.551,1.2016,0.46989,0.55863,0.48898,0.71215,0.65103,0.71989,-0.37065,-0.35733,-0.3762,0.85143,0.4155,0.40689,0.52394,-0.60832,-0.54266,0.97438,0.44871,0.40426,0.42695,0.40444,0.49324,1.407,1.6747,1.4432,0,1.7833,1.155,0,1.3381,2.3311,1.657,0.84377,1.9326,0.35558,0.06875,0.023159,2.2375,0.31987,0.28261,2.0384,0.012739,0.44545,-29.717,-7.7622,-4.2658,0.94513,3.8406,3.9658,1.8922,-0.23361,-0.37313,0.82541,2.2585,2.7183,2.0733,0.36418,966.56,7.75,3.5156,15.354,0,6.0784,20.856,0,19.349,10.925,6.1887,14.139,4.5082,200.59,0.020455,3.6236e-05,1.2746,0.10121,0.1257,0.31068,0.0020393,0.069318,-49.636,-11.748,-6.8077,0.087876,1.9524,2.1597,0.57559,-1.1738,-1.4722,-0.064559,1.036,1.5702,1.1333,0.053969,69.182,0,0,0,0,0,0,0,0,0,0,0,0,142.73,1
0.044318,0.010972,1.7644,0.14041,0.15076,0.64915,0.0081827,0.11795,-32.694,-8.9743,-5.1349,0.40007,2.4942,2.7957,1.4253,-0.57446,-0.96076,0.3046,1.3926,1.7757,1.4209,0.30056,502.71,1.9102,0.55245,6.5831,0,1.2851,5.0069,0,10.343,0.79038,2.1688,7.7026,0,156.26,0.043466,0.0075167,1.8615,0.12652,0.13943,0.56975,0.0065087,0.097159,-31.233,-8.7805,-5.0469,0.384,2.4212,2.7098,1.3476,-0.56967,-0.96408,0.32385,1.3166,1.7426,1.3765,0.24069,416.51,1.0192,0,6.4082,0,0,2.4842,0,9.231,0,0,6.839,0,154.34,0.01401,0.0096877,0.39536,0.056156,0.043719,0.42615,0.0049749,0.072392,5.4717,1.0162,0.88663,0.30617,0.54668,0.49664,0.41508,0.24924,0.28568,0.31578,0.37641,0.39337,0.28348,0.2749,518.27,2.3123,1.2082,5.2876,0,2.6464,6.5066,0,8.581,1.7036,3.3531,5.453,0,24.035,1.0371,1.6533,0.95082,0.99184,0.90896,1.2608,1.1515,1.1314,-0.82607,-0.81762,-0.85821,1.3932,0.88031,0.85651,0.94751,-1.0505,-0.96475,1.5168,0.91939,0.88775,0.87239,0.60797,0.68211,1.0214,1.09,1.4111,0,1.7752,1.1193,0,1.4697,1.2406,0.7754,1.2396,0,0.83156,0.071307,0.025534,2.2641,0.27829,0.25831,1.5647,0.019241,0.26932,-29.421,-8.2247,-4.3894,0.94876,3.7296,3.9669,2.2053,-0.18098,-0.60314,0.73218,2.1882,2.6542,2.0169,0.97499,1722.2,5.7475,3.3429,15.178,0,7.327,16.817,0,24.184,4.6883,8.4315,19.525,0,209.84,0.028409,0.001147,1.0267,0.10009,0.11949,0.22304,0.004008,0.048864,-46.589,-11.513,-7.1125,-0.072731,1.9153,2.3621,1.009,-1.0082,-1.4832,-0.18126,1.0259,1.3755,1.1164,0.092209,71.865,0,0,0,0,0,0,0,0,0,0,1.3964,0,134.58,1
0.046875,0.0096254,2.265,0.16578,0.19698,0.56979,0.011106,0.095114,-40.335,-10.693,-6.5214,0.31038,3.3865,3.6863,1.3154,-0.83919,-1.1513,0.42661,1.7956,2.2491,1.5865,0.50651,499.87,2.5847,1.1584,7.2547,0,1.246,9.3073,0,7.3341,9.9176,1.5512,9.414,0.31463,195.62,0.050568,0.0056979,2.4268,0.16341,0.19705,0.50656,0.0098863,0.085227,-41.495,-11.256,-6.7984,0.33967,3.5081,3.8878,1.3015,-0.90694,-1.1527,0.41723,1.8188,2.3538,1.6414,0.3852,532.45,0.58207,0.30023,3.2978,0,0,4.7691,0,7.0361,6.8529,0.51495,6.9412,0.15778,207.61,0.017246,0.009881,0.47748,0.040182,0.033673,0.31911,0.0065212,0.050928,5.3441,1.5944,1.0279,0.36639,0.64055,0.68872,0.42327,0.34238,0.3864,0.3648,0.40755,0.42731,0.37851,0.49951,244.66,4.3171,1.5708,8.3428,0,2.4371,11.33,0,6.7824,8.8449,2.8947,5.5513,0.36332,23.527,0.32877,0.93085,0.24428,0.28075,0.23026,0.48358,0.60362,0.45281,-0.16176,-0.16092,-0.18348,-0.83983,0.20555,0.20276,0.31549,-0.42636,-0.3552,0.93676,0.24062,0.20276,0.25281,0.74633,0.54507,1.7436,1.1448,1.1712,0,1.505,1.2856,0,0.98745,1.4693,1.6426,0.8083,0.28869,0.14916,0.067898,0.027487,2.7598,0.24072,0.2559,1.1803,0.023081,0.20341,-31.178,-7.8388,-4.8278,0.81701,4.0821,4.5029,1.861,-0.24187,-0.6062,1.064,2.3319,2.702,2.0496,1.8428,875,12.424,3.8298,22.503,0,6.4454,33.554,0,18.102,25.445,8.6986,18.316,0.8447,212.86,0.022727,0.00015865,1.5189,0.11058,0.14717,0.16867,0.0025282,0.030682,-48.078,-12.017,-7.4963,-0.29904,2.1654,2.4699,0.68782,-1.3162,-1.6952,-0.11008,1.1218,1.4918,0.90622,0.20678,153.68,0,0,0,0,0,0,0,0,0,0,3.9945,0,153.45,1
0.041619,0.010819,1.6969,0.11542,0.13435,0.46535,0.0097833,0.080795,-28.984,-7.9356,-4.5845,0.46272,2.3469,2.6225,1.1811,-0.49624,-0.87929,0.30086,1.3027,1.6949,1.2304,0.22992,359.86,2.7813,0.95718,4.3903,0,1.915,7.2842,0,7.8813,0.64729,1.0155,8.8754,0,143.61,0.046875,0.0047204,1.8486,0.11463,0.13617,0.44211,0.0097087,0.075,-30.377,-8.5717,-4.8776,0.49443,2.4873,2.7688,1.2491,-0.52167,-0.91568,0.27974,1.3807,1.8107,1.3447,0.22693,355.9,1.7448,0,2.5083,0,1.0627,5.5588,0,7.8171,0,0,8.6113,0,154.15,0.015813,0.01267,0.38305,0.039742,0.035267,0.2777,0.0046062,0.040463,5.1487,1.5025,0.8817,0.27585,0.54895,0.57038,0.42975,0.19071,0.2678,0.22988,0.34984,0.44597,0.31245,0.097477,224.79,3.3187,1.6038,5.3301,0,2.958,7.2295,0,7.1981,2.0469,2.7905,4.4093,0,23.55,0.28188,0.85815,0.19104,0.26655,0.22997,0.44019,0.36794,0.34732,-0.15703,-0.15484,-0.16381,0.49099,0.18603,0.17618,0.27449,-0.35069,-0.24136,0.73562,0.21591,0.20545,0.20357,0.35009,0.47302,0.89291,1.5814,0.89781,0,1.8555,0.7675,0,0.71333,1.5811,2.1453,0.38873,0,0.14191,0.062216,0.031361,2.0566,0.18847,0.20031,1.0316,0.018412,0.15568,-20.138,-5.1965,-3.0622,0.91626,3.0113,3.2514,1.7205,-0.2081,-0.40713,0.73262,1.6673,2.2262,1.5522,0.38746,697.51,9.0646,4.1343,14.445,0,7.857,18.697,0,19.291,6.4729,8.625,16.029,0,158.79,0.01733,0.00014292,1.078,0.059112,0.082315,0.11424,0.0040555,0.030682,-35.715,-9.1176,-5.4291,0.0094445,1.4016,1.6254,0.40714,-0.76058,-1.23,0.0053544,0.69443,0.89039,0.6363,0.09925,100.34,0,0,0,0,0,0,0,0,0,0,1.5568,0,99.104,1
0.052869,0.0088495,2.1411,0.17744,0.18978,0.81747,0.01075,0.16511,-38.469,-10.018,-5.6075,0.29929,2.9356,3.3661,1.462,-0.65887,-1.0035,0.29353,1.6088,2.1646,1.6344,0.35019,387.55,3.6819,0.84007,10.768,0,0.89741,5.6372,0,8.1204,4.2923,1.0075,8.2363,0.47844,182.45,0.050994,0.0038978,2.4215,0.18214,0.19657,0.74671,0.0092482,0.16761,-41.465,-10.874,-6.0738,0.30649,3.15,3.6111,1.5301,-0.67114,-1.0301,0.26391,1.7897,2.3588,1.7692,0.27121,308.77,1.4787,0,10.424,0,0,2.4297,0,6.3114,1.3482,0,7.354,0,201.05,0.024633,0.010209,0.59814,0.056916,0.040092,0.51689,0.0061756,0.11111,6.224,1.8699,1.2227,0.41239,0.77847,0.76949,0.50859,0.29274,0.42779,0.29649,0.45132,0.57728,0.45592,0.32198,241.27,5.0119,1.8206,8.4842,0,1.99,7.4523,0,8.0828,5.9372,2.0444,5.7424,1.0086,32.768,0.51378,1.1003,0.33598,0.38443,0.30946,0.66429,0.64752,0.69459,-0.24454,-0.24552,-0.27947,2.5609,0.31137,0.28746,0.38626,-0.49798,-0.45815,1.4466,0.32498,0.31749,0.34094,0.83391,0.73549,1.4376,2.5917,1.0156,0,1.8999,1.6,0,1.0692,1.5954,1.7658,0.84162,0.52705,0.24899,0.091193,0.027912,2.7779,0.26592,0.25816,1.7565,0.021955,0.36477,-31.215,-7.8028,-4.127,0.89114,3.9948,4.2707,2.1649,-0.26294,-0.43744,0.7973,2.1681,2.9482,2.2705,1.1406,842.1,14.253,5.4345,22.659,0,6.0204,19.192,0,22.169,16.658,5.595,19.73,2.3922,211.7,0.02358,0.00063394,1.2832,0.11242,0.13965,0.24014,0.0043497,0.040909,-46.336,-11.923,-7.1616,-0.44494,1.9219,2.3915,0.76344,-1.1694,-1.7123,-0.14337,0.95527,1.4074,1.0201,0.10002,153.47,0,0,0,0,0,0,0,0,0,0,1.241,0,139.59,1
0.042557,0.010776,2.029,0.18974,0.20851,0.81565,0.0085509,0.14364,-42.236,-10.727,-6.196,0.42905,3.1949,3.6548,1.5692,-0.7837,-1.1623,0.34391,1.7212,2.332,1.663,0.26993,361.32,2.4814,0.90946,4.6419,0,1.6287,10.389,0,8.1015,1.7848,1.462,10.565,1.5875,192.59,0.040199,0.0050844,2.1306,0.18382,0.21116,0.76107,0.0087407,0.11648,-43.347,-10.957,-6.3708,0.46626,3.3028,3.8126,1.5896,-0.78629,-1.1802,0.30611,1.7839,2.4049,1.7138,0.24041,396.57,0.44991,0,1.977,0,0,9.3567,0,7.0075,0,0,10.489,1.0867,203.43,0.013079,0.010304,0.47699,0.054568,0.041157,0.42882,0.0031808,0.091047,4.9548,1.086,0.80426,0.34916,0.54457,0.52905,0.40196,0.34293,0.34036,0.28082,0.364,0.36852,0.31589,0.17084,151.09,3.6193,1.5899,5.6127,0,3.1378,10.477,0,6.9061,3.0176,3.3181,6.7313,2.0443,24.18,0.41736,0.92453,0.35393,0.28495,0.20295,0.5003,0.41854,0.51063,-0.11312,-0.11288,-0.14081,0.89405,0.17894,0.157,0.26576,-0.44351,-0.3019,0.96363,0.21853,0.16632,0.20337,1.146,1.0891,1.5402,0.87154,1.3645,0,2.0053,1.1234,0,1.2259,1.5359,2.5426,0.72802,1.4317,0.15039,0.068466,0.029142,2.6501,0.29864,0.25331,1.7138,0.01394,0.3625,-29.695,-8.0274,-4.3555,0.95602,3.755,4.2099,2.143,-0.24638,-0.54211,0.80942,2.1743,2.7134,2.0449,0.69859,550.34,9.1195,4.4973,16.056,0,8.6244,25.746,0,21.632,7.7172,9.3932,23.242,4.8389,209.52,0.023864,0.0017266,1.2913,0.096411,0.12228,0.24814,0.0030563,0.052273,-46.59,-11.568,-6.9916,-0.16562,1.9586,2.4113,0.74077,-1.3902,-1.7262,-0.083136,0.88635,1.4852,1.052,0.10808,80.508,0,0,0,0,0,0,0,1.4256,0,0,0.69362,0,146.63,1
0.042159,0.012008,2.1073,0.12892,0.16652,0.4123,0.009857,0.075,-36.086,-9.501,-5.5432,0.28684,2.796,3.2669,1.5686,-0.64815,-1.1533,0.4253,1.6241,2.0651,1.7073,0.30421,419.91,1.7763,0.89204,10.653,0,1.4543,5.1793,0,10.185,2.8509,0.43661,10.041,0.39787,183.07,0.034233,0.003091,1.9465,0.12023,0.16065,0.31136,0.0084115,0.059659,-35.803,-9.136,-5.3912,0.25447,2.7195,3.1096,1.5036,-0.63809,-1.0693,0.39218,1.5575,2.0288,1.6829,0.23989,357.32,0,0.50945,9.7625,0,0,0,0,9.6637,0,0,8.5621,0,181.48,0.016999,0.015262,0.50752,0.04236,0.039227,0.29859,0.0053699,0.043778,6.1226,1.8591,1.1854,0.31206,0.81419,0.75861,0.45837,0.33128,0.41522,0.2706,0.47782,0.50527,0.4441,0.16169,277.9,2.5735,1.2437,8.6721,0,2.3174,9.1417,0,7.2926,5.5743,0.84222,8.0146,0.8949,28.654,0.47494,1.0818,0.36323,0.39966,0.35269,0.65567,0.62366,0.53877,-0.28916,-0.29578,-0.32316,1.5735,0.36274,0.32493,0.39056,-0.60094,-0.47008,1.3085,0.38863,0.3359,0.36173,0.65834,0.71634,1.08,1.6083,1.1595,0,1.4771,1.8438,0,0.82973,2.248,1.2003,0.88609,1.8447,0.27294,0.069886,0.043426,2.7263,0.19785,0.23033,0.9522,0.019703,0.15,-29.662,-7.5506,-4.0985,0.76787,3.8784,4.2513,2.2504,-0.17956,-0.62931,0.90151,2.3312,2.7032,2.3658,0.56025,1007.5,6.4631,3.2458,22.77,0,6.361,23.437,0,21.311,16.193,2.1439,23.853,2.2556,213.1,0.024716,0.0011543,1.534,0.084237,0.1212,0.12948,0.0039232,0.034091,-45.071,-11.747,-7.0624,-0.12748,1.8304,2.4288,0.96195,-1.1528,-1.8675,0.078716,1.0793,1.3984,1.1611,0.12594,149.01,0,0,0,0,0,0,0,0,0,0,0,0,154.7,1
0.040455,0.011002,1.5934,0.10795,0.11893,0.50472,0.0067346,0.087273,-27.608,-7.9509,-4.5421,0.45802,2.3628,2.4289,1.2176,-0.59052,-0.87184,0.2878,1.211,1.6289,1.2626,0.2469,450.35,2.0869,0.92536,4.6835,0,1.6345,5.9503,0,11.732,0.28756,1.2343,6.7642,0.23595,137.71,0.039915,0.007606,1.7316,0.11946,0.13722,0.48681,0.0060258,0.080682,-30.713,-8.6944,-4.8545,0.49943,2.5969,2.6069,1.3249,-0.60152,-0.91588,0.24464,1.2847,1.7686,1.3477,0.25144,362.85,0.79886,0,3.4202,0,0,2.5321,0,8.8736,0,0,6.6541,0,152.16,0.01472,0.010005,0.41156,0.046364,0.04549,0.3327,0.0039592,0.049328,6.4489,1.6966,0.90567,0.31909,0.56128,0.52921,0.40202,0.24187,0.27478,0.23688,0.3334,0.39805,0.34063,0.13136,304.78,2.8464,1.8312,4.2916,0,3.4737,7.5663,0,7.0808,0.634,2.4383,2.9376,0.3839,26.121,0.35379,0.83391,0.26458,0.28233,0.2631,0.48512,0.50604,0.36628,-0.1908,-0.19757,-0.19985,0.60593,0.22133,0.21637,0.29544,-0.36605,-0.30088,0.68277,0.24226,0.23097,0.2451,0.47558,0.54926,1.2959,1.7112,0.80171,0,1.6713,0.9882,0,0.6546,0.55118,1.028,0.42291,0.40677,0.18875,0.066193,0.032012,2.0499,0.16301,0.16988,1.0579,0.015262,0.16591,-18.2,-5.5303,-3.2735,0.88928,2.9644,2.9667,1.7241,-0.23742,-0.48887,0.73813,1.695,2.0717,1.8068,0.42496,1000.6,6.858,4.9352,12.438,0,9.8756,19.737,0,22.633,1.8314,7.0367,11.22,0.85411,158.4,0.022727,0.0015092,1.0272,0.045359,0.054051,0.11399,0.0025636,0.032955,-33.581,-9.5237,-5.5476,-0.036426,1.4788,1.6209,0.58493,-0.98149,-1.3386,-0.019996,0.7536,1.036,0.74396,0.050088,65.868,0,0,0,0,0,0,0,4.2702,0,0,2.0087,0,98.794,1
0.042045,0.0094657,1.7662,0.13292,0.14642,0.65334,0.0072356,0.11614,-31.416,-8.6777,-4.862,0.306,2.4981,2.8408,1.2558,-0.5773,-0.89942,0.22032,1.4217,1.8317,1.4135,0.20881,394.58,2.6508,0.87917,6.7778,0,1.2365,6.2548,0,8.6968,1.3402,1.8451,7.1684,0.16807,151.02,0.035227,0.0041862,1.7732,0.13257,0.15223,0.61171,0.0062335,0.097159,-31.913,-8.5788,-4.7505,0.25854,2.3948,2.7832,1.1598,-0.64116,-0.83428,0.16712,1.3426,1.7386,1.3887,0.16213,283.76,1.5572,0,6.6912,0,0,2.4663,0,7.1636,0,0,7.1534,0,147.42,0.022398,0.013812,0.65906,0.076117,0.068995,0.52238,0.0037334,0.093137,11.206,3.1238,1.7259,0.31675,1.0404,1.1333,0.57881,0.38664,0.44667,0.34314,0.65193,0.77659,0.53205,0.14181,295.83,3.4713,1.6444,5.1281,0,2.867,8.738,0,6.7427,3.0585,3.7263,5.3106,0.53147,48.942,0.80628,1.5181,0.67903,0.71347,0.65341,0.89409,0.75187,0.8632,-0.59725,-0.60349,-0.61034,2.647,0.64723,0.62922,0.69919,-0.85958,-0.73544,2.0405,0.67875,0.64423,0.64511,1.0756,1.0986,1.8142,1.7253,1.4126,0,2.5666,1.4569,0,1.2461,1.8499,2.2507,1.1229,0.79057,0.58715,0.082386,0.0394,2.7374,0.23994,0.22131,1.5503,0.013928,0.30227,-18.81,-5.2974,-2.9858,0.80557,3.888,4.2444,2.2121,-0.017935,-0.36804,0.87468,2.5057,2.908,2.1516,0.51033,1032.3,10.395,4.8512,14.453,0,8.2694,21.905,0,20.644,8.244,10.535,16.904,1.6807,208.79,0.01875,0.0011859,1.1117,0.043184,0.062892,0.08066,0.0034915,0.030682,-43.757,-12.433,-6.977,-0.19615,1.36,1.6025,0.65006,-1.0481,-1.636,-0.29117,0.71573,1.0007,0.81197,0.079815,142.16,0,0,0,0,0,0,0,1.9915,0,0,0.23227,0,99.321,1
0.052926,0.0053061,1.6067,0.14254,0.13794,0.9431,0.004744,0.15511,-28.96,-8.1064,-4.0196,0.27931,2.2383,2.5296,1.1155,-0.53419,-0.70865,0.21473,1.2586,1.5712,1.182,0.16618,414.42,3.3136,1.7389,4.7229,0,0.47967,2.9411,0,5.4979,2.6797,0.57686,4.3221,2.0379,129.96,0.047443,0.0027015,1.47,0.16033,0.15656,1.0256,0.0045957,0.16989,-32.468,-8.7236,-4.3369,0.2241,2.3933,2.6788,1.132,-0.49037,-0.76921,0.20617,1.2676,1.6655,1.2237,0.14445,310.19,1.5857,0,4.449,0,0,1.255,0,4.5348,0.6064,0,3.4898,1.6385,132.88,0.019883,0.0080545,0.53045,0.075116,0.061204,0.56135,0.0027865,0.092751,10.12,2.6592,1.4132,0.26767,0.90195,0.99575,0.48543,0.36608,0.3066,0.24427,0.54429,0.62447,0.4986,0.070195,266.17,4.2575,3.2493,4.843,0,1.5169,4.3604,0,5.5589,4.6061,1.8242,3.9705,3.1057,39.962,1.1669,1.7592,1.0895,1.0943,1.0678,1.1296,1.17,1.1048,-1.0257,-1.0204,-1.0346,1.5416,1.0653,1.057,1.1103,-1.2262,-1.1395,1.6405,1.0803,1.0759,1.0706,0.56155,0.68174,1.1249,1.4187,1.557,0,2.3717,2.0896,0,0.9374,2.0252,2.3717,1.5473,2.082,1.0336,0.09858,0.025762,2.6285,0.26388,0.22809,1.9599,0.01074,0.31705,-19.363,-5.8946,-2.7489,0.81837,3.7791,4.2868,1.9411,-0.16283,-0.31399,0.63042,2.2679,2.6462,2.0524,0.32261,951.98,10.235,8.9172,12.674,0,4.7967,11.508,0,14.916,11.98,5.7686,11.02,8.1867,199.46,0.035511,0.0005263,1.1966,0.068302,0.073977,0.39538,0.0019341,0.063636,-44.62,-12.652,-6.5765,-0.049071,1.3795,1.5936,0.61293,-1.3179,-1.1934,-0.14512,0.78093,0.95208,0.75336,0.10006,138.72,0,0,0,0,0,0,0,0,0,0,0,0,95.129,1
0.044943,0.011624,1.8223,0.11639,0.13585,0.50545,0.0079133,0.086477,-30.529,-8.6645,-4.9158,0.3864,2.4828,2.8276,1.2608,-0.65712,-0.95185,0.31148,1.3901,1.8445,1.2993,0.27109,512.41,3.0801,0.55389,5.2849,0,1.7027,7.6414,0,9.3145,1.9736,1.2455,8.4185,0.49297,154.34,0.043324,0.0066899,1.8535,0.11401,0.13597,0.43122,0.0064156,0.076136,-30.4,-8.6756,-4.8777,0.38682,2.5039,2.8204,1.288,-0.66332,-0.92636,0.33314,1.3649,1.831,1.3144,0.25572,453.69,2.1339,0,3.8257,0,0.45044,6.2581,0,10.179,0,0,8.7174,0,155.31,0.011482,0.01196,0.20931,0.020914,0.016213,0.2182,0.0039781,0.031579,1.1177,0.32138,0.33096,0.30499,0.22409,0.25208,0.33377,0.26232,0.24399,0.22073,0.20839,0.22271,0.20215,0.12598,292.16,3.2684,1.21,5.8688,0,2.5801,7.0425,0,7.733,3.9745,2.8878,4.5638,1.0601,3.8136,0.19563,0.82757,0.086056,0.12881,0.095098,0.35355,0.37517,0.26418,-0.027093,-0.027896,-0.050633,0.64822,0.067666,0.06651,0.20029,-0.30416,-0.19223,0.69541,0.11213,0.092112,0.11773,0.32311,0.42605,1.3597,2.0015,0.83663,0,1.414,0.71002,0,0.65747,1.6135,1.9856,0.40748,1.0749,0.018623,0.065341,0.035389,2.0553,0.15175,0.16207,0.95622,0.017,0.15455,-28.927,-8.2072,-4.3371,0.84717,2.8159,3.1969,1.7868,-0.23311,-0.64021,0.67607,1.6688,2.2177,1.6591,0.57512,1152.6,9.4166,3.4661,15.89,0,6.9918,20.231,0,20.969,10.783,8.1728,15.929,2.7834,158.43,0.029545,0.0018115,1.3536,0.088722,0.10972,0.30421,0.0043494,0.055682,-32.268,-9.3046,-5.3404,-0.098664,2.0019,2.4859,0.62037,-1.1526,-1.478,-0.0062959,1.0338,1.4997,0.96069,0.158,163.12,0,0,0,0,0,0,0,0,0,0,0.90127,0,145.97,1
