t_zcr_mean,t_zcr_median,t_zcr_std,t_zcr_stdbymean,t_zcr_max,t_zcr_min,t_energy_mean,t_energy_median,t_energy_std,t_energy_stdbymean,t_energy_max,t_energy_min,t_entropy_mean,t_entropy_median,t_entropy_std,t_entropy_stdbymean,t_entropy_max,t_entropy_min,f_centroid_mean,f_centroid_median,f_centroid_std,f_centroid_stdbymean,f_centroid_max,f_centroid_min,f_spread_mean,f_spread_median,f_spread_std,f_spread_stdbymean,f_spread_max,f_spread_min,f_entropy_mean,f_entropy_median,f_entropy_std,f_entropy_stdbymean,f_entropy_max,f_entropy_min,f_flux_mean,f_flux_median,f_flux_std,f_flux_stdbymean,f_flux_max,f_flux_min,f_rolloff_mean,f_rolloff_median,f_rolloff_std,f_rolloff_stdbymean,f_rolloff_max,f_rolloff_min,f_mfcc1_mean,f_mfcc1_median,f_mfcc1_std,f_mfcc1_stdbymean,f_mfcc1_max,f_mfcc1_min,f_mfcc2_mean,f_mfcc2_median,f_mfcc2_std,f_mfcc2_stdbymean,f_mfcc2_max,f_mfcc2_min,f_mfcc3_mean,f_mfcc3_median,f_mfcc3_std,f_mfcc3_stdbymean,f_mfcc3_max,f_mfcc3_min,f_mfcc4_mean,f_mfcc4_median,f_mfcc4_std,f_mfcc4_stdbymean,f_mfcc4_max,f_mfcc4_min,f_mfcc5_mean,f_mfcc5_median,f_mfcc5_std,f_mfcc5_stdbymean,f_mfcc5_max,f_mfcc5_min,f_mfcc6_mean,f_mfcc6_median,f_mfcc6_std,f_mfcc6_stdbymean,f_mfcc6_max,f_mfcc6_min,f_mfcc7_mean,f_mfcc7_median,f_mfcc7_std,f_mfcc7_stdbymean,f_mfcc7_max,f_mfcc7_min,f_mfcc8_mean,f_mfcc8_median,f_mfcc8_std,f_mfcc8_stdbymean,f_mfcc8_max,f_mfcc8_min,f_mfcc9_mean,f_mfcc9_median,f_mfcc9_std,f_mfcc9_stdbymean,f_mfcc9_max,f_mfcc9_min,f_mfcc10_mean,f_mfcc10_median,f_mfcc10_std,f_mfcc10_stdbymean,f_mfcc10_max,f_mfcc10_min,f_mfcc11_mean,f_mfcc11_median,f_mfcc11_std,f_mfcc11_stdbymean,f_mfcc11_max,f_mfcc11_min,f_mfcc12_mean,f_mfcc12_median,f_mfcc12_std,f_mfcc12_stdbymean,f_mfcc12_max,f_mfcc12_min,f_mfcc13_mean,f_mfcc13_median,f_mfcc13_std,f_mfcc13_stdbymean,f_mfcc13_max,f_mfcc13_min,f_hratio_mean,f_hratio_median,f_hratio_std,f_hratio_stdbymean,f_hratio_max,f_hratio_min,f_fundamental_mean,f_fundamental_median,f_fundamental_std,f_fundamental_stdbymean,f_fundamental_max,f_fundamental_min,f_chrvec1_mean,f_chrvec1_median,f_chrvec1_std,f_chrvec1_stdbymean,f_chrvec1_max,f_chrvec1_min,f_chrvec2_mean,f_chrvec2_median,f_chrvec2_std,f_chrvec2_stdbymean,f_chrvec2_max,f_chrvec2_min,f_chrvec3_mean,f_chrvec3_median,f_chrvec3_std,f_chrvec3_stdbymean,f_chrvec3_max,f_chrvec3_min,f_chrvec4_mean,f_chrvec4_median,f_chrvec4_std,f_chrvec4_stdbymean,f_chrvec4_max,f_chrvec4_min,f_chrvec5_mean,f_chrvec5_median,f_chrvec5_std,f_chrvec5_stdbymean,f_chrvec5_max,f_chrvec5_min,f_chrvec6_mean,f_chrvec6_median,f_chrvec6_std,f_chrvec6_stdbymean,f_chrvec6_max,f_chrvec6_min,f_chrvec7_mean,f_chrvec7_median,f_chrvec7_std,f_chrvec7_stdbymean,f_chrvec7_max,f_chrvec7_min,f_chrvec8_mean,f_chrvec8_median,f_chrvec8_std,f_chrvec8_stdbymean,f_chrvec8_max,f_chrvec8_min,f_chrvec9_mean,f_chrvec9_median,f_chrvec9_std,f_chrvec9_stdbymean,f_chrvec9_max,f_chrvec9_min,f_chrvec10_mean,f_chrvec10_median,f_chrvec10_std,f_chrvec10_stdbymean,f_chrvec10_max,f_chrvec10_min,f_chrvec11_mean,f_chrvec11_median,f_chrvec11_std,f_chrvec11_stdbymean,f_chrvec11_max,f_chrvec11_min,f_chrvec12_mean,f_chrvec12_median,f_chrvec12_std,f_chrvec12_stdbymean,f_chrvec12_max,f_chrvec12_min,f_persistence_mean,f_persistence_median,f_persistence_std,f_persistence_stdbymean,f_persistence_max,f_persistence_min,label
0.056989,0.017862,1.8668,0.14647,0.1531,0.91897,0.005081,0.14273,-33.423,-9.7801,-5.0084,0.46368,2.9028,2.7935,1.1906,-0.73946,-1.0922,0.28488,1.4715,2.0174,1.3013,0.26942,514.99,1.7962,0.744,3.1495,0,1.5772,9.4634,0,3.8916,1.1592,1.6082,7.222,0,158.91,0.061364,0.014824,1.8713,0.12034,0.13241,0.74055,0.0044519,0.10682,-30.214,-9.2773,-4.7314,0.40417,2.7428,2.7035,1.0717,-0.70801,-0.97494,0.20611,1.3864,1.9561,1.2564,0.23068,490.76,0,0,2.2787,0,0,8.5874,0,1.5739,0,0,7.007,0,151.89,0.021164,0.015037,0.57593,0.072735,0.065612,0.52793,0.0028158,0.084795,11.142,3.0128,1.6483,0.32047,1.0095,0.99189,0.55055,0.36158,0.40966,0.28577,0.53461,0.70441,0.50853,0.20106,347.74,3.1104,1.8022,3.2057,0,3.5276,5.2845,0,5.5616,3.1868,3.7282,3.9958,0,46.579,0.62925,1.1949,0.57293,0.55655,0.54719,0.60429,0.71777,0.60519,-0.47569,-0.46818,-0.48589,1.0545,0.49841,0.51288,0.59542,-0.67479,-0.56333,2.1446,0.51824,0.50652,0.55275,0.48087,0.51476,2.1484,2.6001,1.5398,0,2.4584,0.80949,0,1.2258,2.9278,2.4531,0.74222,0,0.46689,0.084091,0.037739,2.6611,0.23698,0.23035,1.6056,0.010564,0.26705,-20.065,-5.7941,-2.7576,0.99508,4.1075,3.9029,2.0257,-0.2406,-0.59505,0.79836,2.0882,2.7832,2.0377,0.76665,990.81,8.6176,5.5067,8.5215,0,10.171,17.407,0,14.641,9.8075,10.906,12.232,0,201.39,0.022727,0.00013583,1.0777,0.064436,0.076593,0.31324,0.0019309,0.055682,-44.612,-12.61,-6.7409,0.02446,1.6207,1.4249,0.42704,-1.2636,-1.7004,-0.17826,0.72988,1.0665,0.63257,0.087973,107.75,0,0,0,0,0,1.1381,0,0,0,0,2.1072,0,97.091,2
0.057159,0.018321,1.7699,0.12531,0.13218,0.76421,0.0056911,0.12295,-29.688,-8.9241,-4.5568,0.56348,2.6893,2.5711,1.3169,-0.58521,-1.0113,0.22875,1.4302,1.8187,1.1094,0.22493,567.09,2.7451,0.30539,4.2791,0,1.4222,7.1268,0,4.6819,1.5465,3.6728,5.5198,0.53603,145.88,0.064062,0.018211,1.8936,0.1244,0.13209,0.75524,0.0055128,0.11477,-30.298,-9.2375,-4.6675,0.62254,2.7923,2.6155,1.3439,-0.63796,-1.0282,0.2455,1.4177,1.899,1.1448,0.23219,524.54,1.6886,0,3.6453,0,0,6.7857,0,2.925,0,2.9686,5.9697,0,151.28,0.018093,0.014666,0.35549,0.034273,0.029861,0.2676,0.0025566,0.04626,3.9084,1.3004,0.68048,0.2508,0.48335,0.46357,0.39438,0.22043,0.30213,0.22379,0.32389,0.32227,0.25427,0.088039,337.71,3.1648,0.96574,4.1629,0,2.5861,5.5257,0,5.5386,3.0808,4.2663,2.9686,0.88412,18.192,0.22749,0.7475,0.15881,0.20603,0.20072,0.2478,0.34957,0.26461,-0.11055,-0.10975,-0.11513,0.3317,0.13669,0.13762,0.22173,-0.29569,-0.22396,0.77668,0.17298,0.13695,0.17469,0.29219,0.46626,0.86285,1.5811,0.73722,0,0.95089,0.61449,0,0.96151,1.5227,1.0726,0.41462,0.41234,0.099431,0.074716,0.039889,2.0797,0.17742,0.17981,1.1693,0.0095657,0.19773,-20.113,-5.6515,-2.8819,0.89259,3.1448,3.1538,1.8598,-0.22852,-0.48327,0.5353,1.8344,2.1136,1.4485,0.34837,1074.7,7.7893,3.0539,12.182,0,6.4236,17.006,0,12.985,8.2786,10.047,9.4076,2.2562,154.65,0.021875,0.00010698,1.066,0.065632,0.079277,0.29488,0.001819,0.052273,-33.586,-10.016,-5.2015,0.074452,1.5411,1.5334,0.50116,-0.88603,-1.4447,-0.1874,0.79515,1.0754,0.62701,0.052589,82.707,0,0,0,0,0,0,0,0,0,0,0,0,96.656,2
0.057443,0.018479,1.8566,0.1343,0.14376,0.78394,0.006064,0.12284,-32.081,-9.3989,-4.9894,0.51609,2.8975,2.7596,1.211,-0.64758,-1.0326,0.2578,1.5003,1.866,1.2436,0.21044,581.15,2.3102,0.55142,3.9244,0,1.0146,8.4398,0,3.7845,3.8313,1.581,6.3648,1.2652,155.27,0.058665,0.016541,1.9051,0.12545,0.136,0.75419,0.005541,0.10966,-30.61,-9.1895,-4.8471,0.51657,2.8287,2.6919,1.1513,-0.68682,-1.0125,0.26694,1.4608,1.8502,1.1901,0.22168,455.08,0.9748,0,2.7879,0,0,8.8055,0,0,1.182,0,6.3031,0,151.48,0.012264,0.01294,0.15101,0.046056,0.043057,0.30086,0.0031118,0.047859,5.4101,1.0793,0.76777,0.27893,0.51836,0.50805,0.28561,0.32192,0.19469,0.23127,0.35241,0.34035,0.32877,0.068701,355.97,2.9311,1.3974,3.5529,0,3.2084,5.3929,0,5.7071,4.9335,3.687,4.2783,2.4482,18.709,0.96473,1.532,0.85408,0.94919,0.93107,0.99822,1.0586,0.99279,-0.81828,-0.81883,-0.83826,1.1205,0.86547,0.86226,0.91444,-1.1202,-0.89878,0.041847,0.89599,0.86891,0.91349,0.26412,0.46574,1.0934,1.3757,0.75126,0,2.3717,0.49599,0,1.1532,1.0138,1.7297,1.2581,1.9141,0.80909,0.073864,0.036591,2.0265,0.23511,0.23516,1.4173,0.01321,0.23636,-29.336,-8.5763,-4.4062,1.028,4.0314,3.8882,1.8093,-0.1828,-0.78879,0.60861,2.1617,2.5761,1.9494,0.30863,1166.4,6.6817,4.3158,10.366,0,10.146,16.889,0,13.754,11.358,10.63,13.074,6.7065,202.58,0.039773,0.004552,1.5904,0.091658,0.10924,0.45534,0.0032117,0.084091,-46.14,-11.983,-6.8221,0.096693,2.3892,2.2422,0.93675,-1.1653,-1.3938,-0.15637,1.112,1.4487,0.81998,0.097373,145.48,0,0,0,0,0,1.2707,0,0,0,0,0.45892,0,144.17,2
0.054886,0.015469,1.9723,0.14801,0.16135,0.82017,0.0080073,0.13045,-34.719,-9.7457,-5.0155,0.60557,3.025,2.9325,1.3003,-0.65324,-1.044,0.25782,1.5553,2.1041,1.3096,0.20722,529.25,2.1014,1.0729,4.2543,0,1.7103,8.979,0,3.2453,2.7833,3.2143,7.1555,1.7405,165.24,0.044744,0.0031076,1.8018,0.13108,0.14683,0.74213,0.0060841,0.11477,-31.822,-8.7865,-4.5636,0.54192,2.6631,2.6667,1.139,-0.59773,-0.94069,0.22319,1.382,1.8678,1.1608,0.1862,397.12,0,0.40184,3.238,0,0,9.2992,0,0,0.95959,0.52263,6.4743,0,150.16,0.022346,0.02171,0.59844,0.060086,0.063614,0.37243,0.005902,0.059637,9.658,2.764,1.4795,0.39448,1.0009,0.89757,0.57221,0.33927,0.41962,0.24336,0.50118,0.64948,0.49025,0.12675,442.36,3.3468,2.0285,4.5718,0,3.5872,7.0425,0,5.9808,4.143,5.0613,5.864,2.6263,42.752,0.62438,1.2149,0.47943,0.5042,0.52112,0.57386,0.75739,0.60452,-0.43527,-0.43887,-0.46014,0.7773,0.47708,0.46454,0.55634,-0.67068,-0.55925,1.1718,0.47882,0.45388,0.49826,0.82468,0.97883,1.7426,1.6087,1.1296,0,2.4807,1.0441,0,1.8634,1.1549,1.6043,0.96264,1.2112,0.41794,0.091477,0.057569,2.7102,0.22762,0.24976,1.3936,0.018923,0.22159,-19.198,-5.6853,-2.6226,1.3076,4.3308,4.1676,2.1255,-0.1794,-0.49094,0.634,2.2683,2.8425,1.9292,0.4304,1240.9,8.7728,5.8515,11.952,0,10.697,19.549,0,15.757,10.871,13.33,17.054,6.1479,206.73,0.034943,0.00030744,1.1369,0.054953,0.061789,0.29798,0.0022546,0.051136,-45.972,-12.935,-6.8709,0.082422,1.572,1.5789,0.49091,-1.1275,-1.6382,-0.083443,0.78889,1.1283,0.6075,0.082579,134.22,0,0,0,0,0,0,0,0,0,0,0,0,99.588,2
0.054318,0.016359,2.0001,0.15477,0.16516,0.89749,0.0064363,0.15159,-36.618,-10.442,-5.4001,0.57856,3.0649,3.1924,1.5011,-0.65177,-1.2034,0.25887,1.7458,2.1721,1.4157,0.21304,477.36,2.2007,1.2889,4.1917,0,2.1072,10.21,0,4.6167,1.2907,4.1973,7.6703,1.5518,173.93,0.041051,0.0044288,1.8977,0.15061,0.16005,0.85537,0.0055809,0.14148,-36.56,-10.242,-5.2872,0.56454,2.9904,3.1586,1.4406,-0.61087,-1.1631,0.21701,1.7195,2.0947,1.3667,0.19494,345.5,0,0,3.7127,0,0,10.218,0,0.85184,0,2.1909,6.967,0,173.9,0.026989,0.019094,0.55951,0.043049,0.034666,0.3801,0.0040693,0.064369,6.0044,2.1412,1.1674,0.35805,0.81104,0.80479,0.56031,0.32205,0.40511,0.31378,0.45396,0.60629,0.39223,0.12127,435.73,3.3853,2.1838,4.1538,0,4.3108,7.1704,0,6.7334,2.4804,4.6749,5.5794,2.9324,30.84,0.55873,1.1433,0.39995,0.39205,0.35045,0.4802,0.70181,0.46898,-0.29021,-0.29693,-0.31313,0.75541,0.3476,0.34575,0.46126,-0.57,-0.41434,1.3065,0.35681,0.36312,0.36987,0.70767,1.0126,1.6279,1.5653,1.1804,0,2.48,0.74292,0,1.5307,1.6734,1.3332,0.84575,1.4567,0.28819,0.093466,0.047734,2.6512,0.21609,0.21339,1.398,0.014232,0.25114,-30.266,-8.1753,-4.04,1.1805,4.2074,4.1962,2.4149,-0.25034,-0.68466,0.70198,2.3201,2.9308,1.9994,0.38655,1364.2,8.3607,5.8358,10.856,0,12.416,19.206,0,18.152,6.9894,12.41,16.128,6.6519,205.72,0.025568,0.00093167,1.3131,0.1068,0.12665,0.40637,0.0019589,0.068182,-43.836,-12.984,-6.8048,0.063704,2.2003,2.1505,0.81094,-1.1712,-1.8065,-0.28993,1.1727,1.4679,0.93552,0.082921,90.052,0,0,0,0,0,0,0,0,0,0,0,0,141.26,2
0.055199,0.015117,1.8454,0.12041,0.13479,0.64504,0.0061387,0.10125,-30.612,-9.0675,-4.7764,0.55648,2.6708,2.7667,1.2976,-0.59794,-0.9777,0.28928,1.4917,1.8307,1.214,0.29683,582.93,1.28,0.67397,4.838,0,1.2785,7.1604,0,5.7869,2.2073,2.7622,6.1741,1.8814,152.15,0.053835,0.012008,1.8584,0.11796,0.13081,0.60909,0.0055456,0.096023,-30.611,-9.0488,-4.7778,0.60511,2.6273,2.7564,1.2808,-0.58961,-0.98122,0.29369,1.4889,1.8203,1.2166,0.24617,562.53,0,0,4.8131,0,0,6.6679,0,5.2451,0,2.4063,6.8128,1.5964,151.52,0.011909,0.010263,0.15622,0.022262,0.02098,0.17392,0.0025182,0.018269,0.91634,0.37385,0.32656,0.27756,0.27829,0.24401,0.19177,0.19001,0.20577,0.23306,0.17434,0.1632,0.17995,0.24585,333.24,2.1528,1.4563,3.6785,0,2.5927,5.7887,0,6.6068,3.7544,3.8706,3.6055,2.8243,3.3618,0.16362,0.81944,0.063819,0.14578,0.13331,0.2002,0.3078,0.13818,-0.022111,-0.031121,-0.051441,0.39463,0.078872,0.065907,0.11146,-0.24457,-0.15747,0.79074,0.088481,0.065622,0.11248,0.53012,0.42689,0.84393,1.751,0.59635,0,1.9869,0.63121,0,0.93761,1.3472,1.546,0.43725,1.5397,0.016607,0.073011,0.032449,2.0395,0.15938,0.16423,0.97863,0.011883,0.14318,-29.321,-8.518,-4.2474,0.92561,3.1319,3.159,1.6673,-0.30033,-0.62075,0.60039,1.7717,2.0725,1.5654,0.92079,1144.8,5.4014,4.1568,10.205,0,6.975,16.749,0,17.454,10.275,10.21,11.451,7.1273,156.9,0.035227,0.0045285,1.5405,0.090444,0.10486,0.44605,0.0033737,0.080682,-32.238,-9.686,-5.304,0.076608,2.2163,2.4007,1.0733,-0.87192,-1.2701,-0.054487,1.2544,1.5273,0.96302,0.12811,138.87,0,0,0,0,0,0,0,0,0,0,0,0,146.25,2
0.055597,0.017327,1.891,0.13188,0.13949,0.76462,0.0062395,0.12523,-31.835,-9.5632,-5.0429,0.522,2.8365,2.8333,1.3207,-0.66234,-0.97219,0.27779,1.5193,1.953,1.2347,0.23931,465.76,1.9045,0.96649,3.9192,0,1.3947,8.3003,0,6.3679,1.6255,3.8818,6.4825,0.80018,155.93,0.058097,0.017049,1.8765,0.12711,0.13289,0.70574,0.0053271,0.1125,-30.745,-9.2615,-4.8536,0.51413,2.7469,2.7182,1.3207,-0.65045,-0.94615,0.27459,1.486,1.8876,1.1963,0.22706,451.24,0,0,3.3153,0,0,7.8375,0,4.6943,0,2.3265,6.245,0,151.02,0.012634,0.012236,0.26208,0.041096,0.035397,0.33057,0.0035004,0.052585,4.3125,1.2803,0.80011,0.36389,0.61758,0.51037,0.31826,0.2862,0.27154,0.29821,0.34094,0.41024,0.32536,0.067592,208.38,2.9264,1.9422,3.875,0,3.4037,4.6075,0,6.9769,3.4614,4.6478,4.438,1.9634,18.244,0.9481,1.7288,0.85445,0.95113,0.92224,1.0345,1.0878,1.0294,-0.81816,-0.8164,-0.83558,1.2469,0.87426,0.84244,0.92771,-1.0899,-0.94917,1.6445,0.89397,0.86404,0.91972,0.21393,0.33385,1.1585,1.7434,0.74496,0,2.0185,0.43008,0,0.84874,1.7689,0.97222,1.2336,1.3176,0.80716,0.073295,0.038757,2.4071,0.21312,0.21022,1.4234,0.014818,0.22727,-29.053,-8.7472,-4.4454,1.1636,4.1819,4.0856,1.9394,-0.27069,-0.67761,0.7739,2.2086,2.8457,1.8898,0.36494,901.32,6.8219,5.1768,11.01,0,10.034,15.758,0,19.337,10.051,13.024,14.076,5.3122,204.35,0.037216,0.0032295,1.5714,0.089004,0.10442,0.40114,0.003657,0.076136,-42.39,-12.834,-6.9824,0.052196,2.2716,2.4918,0.8971,-1.1945,-1.5308,-0.11223,1.1786,1.5539,0.87675,0.15367,251.89,0,0,0,0,0,1.8948,0,0,0,0,0.25875,0,146.89,2
0.057244,0.018422,1.9893,0.14325,0.15207,0.84237,0.0060314,0.1325,-33.963,-9.9686,-5.1831,0.57324,3.009,2.955,1.3587,-0.64096,-1.1057,0.27509,1.67,2.0406,1.362,0.22652,533.99,2.4065,1.4109,3.9772,0,2.2255,7.7566,0,4.6687,2.1397,2.9919,7.1393,0.87165,164.97,0.050568,0.0087694,1.8573,0.12707,0.13654,0.76928,0.0052744,0.11875,-31.171,-9.0135,-4.7236,0.52226,2.7139,2.6855,1.1969,-0.60728,-0.96618,0.25555,1.4975,1.8037,1.2425,0.20591,420.17,1.1853,0,2.9678,0,0,7.824,0,1.6685,0,1.5437,6.7691,0,150.29,0.02382,0.022574,0.44312,0.04635,0.03834,0.39143,0.0030906,0.060018,5.6318,1.9128,1.0588,0.32904,0.73929,0.6596,0.47383,0.31978,0.43968,0.33574,0.40547,0.50885,0.38259,0.10717,387.85,2.9754,2.9713,4.1819,0,3.5023,6.7314,0,5.9915,3.5457,3.7922,3.932,1.5526,27.644,0.69092,1.3934,0.50346,0.55505,0.51296,0.63023,0.74308,0.62384,-0.42895,-0.43449,-0.45071,0.77389,0.47974,0.46363,0.58043,-0.72269,-0.59849,1.3993,0.48438,0.4752,0.5111,0.80077,1.0134,0.95585,2.4575,1.2823,0,1.2663,1.0779,0,0.97314,1.9625,1.0228,0.79718,0.92958,0.42371,0.098864,0.068272,2.7115,0.22349,0.21472,1.5157,0.012311,0.23977,-29.577,-8.5218,-4.3206,1.085,4.2241,3.9742,2.2391,-0.21518,-0.55669,0.84821,2.3709,2.9084,1.9839,0.43781,1284.9,7.7583,8.6442,12.184,0,8.2848,18.945,0,16.019,8.8815,9.5847,12.992,3.4045,205.57,0.031818,0.0029757,1.5508,0.096447,0.11452,0.40837,0.0029263,0.068182,-43.35,-12.931,-6.8495,0.15166,2.2806,2.2805,0.88958,-1.1661,-1.8731,-0.25315,1.3077,1.6038,0.95056,0.087958,181.45,0,0,0,0,0,0,0,0,0,0,1.6233,0,142.53,2
0.058835,0.014395,1.9531,0.16434,0.16598,1.0184,0.006241,0.17148,-36.013,-10.068,-5.2411,0.57942,3.0413,3.0777,1.2588,-0.85274,-0.97442,0.18796,1.5856,2.1872,1.4388,0.22951,546.95,3.1282,1.0946,3.7472,0,3.5793,6.1262,0,3.0195,3.7449,7.4843,6.3516,0.44932,167.38,0.059659,0.010419,1.9095,0.12746,0.13743,0.76232,0.005507,0.11989,-30.746,-9.0692,-4.7059,0.51232,2.711,2.8437,1.171,-0.76828,-0.89678,0.18577,1.4652,1.9818,1.2962,0.21406,468.57,1.837,0,2.7874,0,3.368,5.6197,0,1.2254,0.69441,5.3596,5.8594,0,151.94,0.015835,0.012298,0.43519,0.069252,0.057377,0.53409,0.0033695,0.096843,8.0634,1.8471,0.94971,0.30877,0.67869,0.67025,0.4117,0.29664,0.30693,0.25927,0.39567,0.51337,0.32899,0.08599,320.59,3.8418,2.169,4.0298,0,4.085,5.3567,0,4.1124,5.6086,7.0464,4.3303,0.94724,24.281,0.58171,1.1649,0.5475,0.47587,0.45814,0.53219,0.77091,0.52227,-0.35987,-0.35878,-0.36681,0.70371,0.3923,0.40051,0.50139,-0.55173,-0.49384,1.9815,0.42591,0.40876,0.40294,0.28266,0.44054,1.6093,1.4975,1.2243,0,1.4257,1.1763,0,2.1911,1.8886,1.3365,0.88121,0.52705,0.34772,0.080114,0.033417,2.5297,0.26369,0.2427,1.7647,0.012631,0.3375,-29.344,-8.0961,-4.3374,1.1091,3.9288,3.931,1.8214,-0.47681,-0.51596,0.58131,2.1377,2.9573,1.9013,0.38807,1067.5,11.624,5.6514,11.808,0,10.378,15.617,0,10.139,14.488,18.177,12.807,2.2466,201.11,0.027841,9.1063e-05,1.2474,0.09488,0.10696,0.44776,0.0023574,0.069318,-46.756,-12.368,-6.4812,0.19124,2.2823,2.3021,0.75458,-1.3667,-1.4518,-0.28369,1.1065,1.6403,1.0302,0.098698,119.43,0,0,0,0,0,0,0,0,0,0,0,0,145.54,2
0.058722,0.02154,1.9159,0.13493,0.14502,0.76175,0.0062405,0.12182,-32.775,-9.7753,-5.1476,0.58586,2.8905,2.8401,1.3781,-0.63871,-1.1199,0.23262,1.5974,1.9659,1.3565,0.24679,605.49,2.3165,0.76219,4.2815,0,1.1116,8.5932,0,6.3221,1.6915,2.642,6.1263,1.0121,162.13,0.056818,0.015842,1.8486,0.12173,0.13593,0.66835,0.0054094,0.10511,-30.993,-9.1134,-4.8066,0.53363,2.7064,2.5771,1.3006,-0.58698,-1.0319,0.19794,1.4728,1.8113,1.2876,0.23957,483.99,1.7688,0,3.3511,0,0,8.4545,0,3.8722,0,0,5.8097,0,152.81,0.019513,0.023368,0.35627,0.04439,0.038631,0.36193,0.0040244,0.057707,5.155,1.7151,1.0017,0.30644,0.73641,0.65606,0.4004,0.29955,0.35071,0.29587,0.34329,0.47025,0.41339,0.10247,423.22,2.7301,1.8447,4.4404,0,3.5152,6.1742,0,7.7713,3.4443,4.6257,3.9068,2.0041,23.78,0.85132,1.5099,0.63244,0.68524,0.654,0.76966,0.88131,0.78877,-0.55576,-0.55949,-0.57747,0.88244,0.6128,0.59416,0.6884,-0.82178,-0.68794,1.4177,0.60226,0.60143,0.67041,0.79217,0.97432,0.9506,1.9128,1.4876,0,2.3717,1.3002,0,1.6449,1.5327,2.0941,0.99265,1.1932,0.54285,0.099148,0.072325,2.6699,0.2219,0.21524,1.5033,0.014676,0.2375,-29.269,-8.457,-4.3912,1.1091,4.1872,4.0864,2.0723,-0.27661,-0.77668,0.77952,2.2708,2.878,2.1606,0.40172,1345,7.1351,5.5526,13.106,0,11.116,19.154,0,19.561,9.4974,11.842,13.016,5.018,205.85,0.040341,0.0037635,1.5684,0.092049,0.10822,0.38395,0.0025592,0.065909,-42.766,-13.048,-6.9373,0.14991,2.1297,2.3821,0.8847,-1.1616,-1.7564,-0.17783,1.3207,1.5723,0.90965,0.11442,199.02,0,0,0,0,0,0,0,0,0,0,0.2168,0,146.73,2
0.055057,0.015606,1.8896,0.14387,0.14902,0.86894,0.0055612,0.14148,-33.446,-9.8112,-5.0008,0.59954,2.9849,2.9298,1.2611,-0.65001,-1.0617,0.35396,1.5046,1.8987,1.3071,0.2496,562.24,1.367,1.5385,4.5736,0,0.57808,7.1242,0,5.8166,3.4672,1.884,7.3485,2.0735,160.28,0.045881,0.0057458,1.8013,0.13425,0.14228,0.82469,0.0044537,0.13409,-31.877,-9.0479,-4.6516,0.54406,2.6915,2.6955,1.1131,-0.61959,-0.93772,0.36982,1.363,1.7213,1.1838,0.22345,513.92,0,0.53958,3.5938,0,0,5.8483,0,4.3391,0.42003,0,6.8317,0,148.96,0.024596,0.0197,0.5629,0.058501,0.054672,0.41196,0.0035146,0.06612,8.9418,2.7793,1.472,0.43136,1.0565,0.94977,0.55889,0.3528,0.50844,0.19063,0.53216,0.72794,0.53396,0.12847,371.85,2.7582,2.5738,4.0347,0,1.5404,7.2633,0,6.6784,6.0541,3.8629,4.5221,3.2435,40.544,0.7047,1.3727,0.55011,0.5895,0.579,0.61863,0.80506,0.61078,-0.50924,-0.51062,-0.52486,0.88172,0.55476,0.54642,0.63445,-0.71978,-0.66259,0.81798,0.56567,0.57502,0.59972,0.93686,1.0558,1.5134,2.0558,1.2085,0,2.1083,1.1274,0,0.95922,2.0435,2.3341,0.84329,1.6944,0.49885,0.098011,0.055578,2.6976,0.22528,0.21148,1.4965,0.013444,0.25114,-18.92,-5.9067,-2.7949,1.1668,4.5316,4.2289,2.241,-0.17182,-0.38181,0.64802,2.1848,2.9245,2.1256,0.47272,1161,7.9162,6.988,11.867,0,4.4424,21.018,0,16.5,17.339,10.656,14.744,7.6239,207.14,0.03125,0.00090861,1.1307,0.050381,0.057191,0.30595,0.0021617,0.053409,-42.713,-13.113,-6.7826,0.025306,1.5254,1.5529,0.56216,-1.1452,-1.9162,0.060689,0.7251,0.94727,0.57112,0.10958,125.36,0,0,0,0,0,0,0,0,0,0,0.5363,0,100.46,2
